"Access the Cosmic altar advanced narrow walkway ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Darkmeyer north-eastern wall ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Deep Wilderness Dungeon narrow ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Draynor Manor stones to Champions' Guild ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Draynor narrow tunnel ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Dwarven Mine narrow crevice ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Burg de Rot fence ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Eagles' Peak Agility ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Falador tunnel ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Falador wall ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Forthos Dungeon jump ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Fossil Island hardwood ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Fremennik Slayer Dungeon chasm jump ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Fremennik Slayer Dungeon narrow crevice ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Gnome Stronghold ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Grand Exchange Agility ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Heroes' Guild tunnel ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Iorwerth Dungeon northern ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Iorwerth Dungeon southern ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Kalphite Lair wall ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Karuulm Slayer Dungeon ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Kharazi Jungle vine climb ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Kourend lake isle jump ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Kourend river jump ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Lava Dragon Isle jump ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Lava Maze northern jump ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Lighthouse basalt rocks ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Lumbridge Swamp to Kharidian Desert ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Meiyerditch Laboratory tunnels ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Meiyerditch Laboratories advanced ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Motherlode Mine eastern wall ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Motherlode Mine southern wall ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Nature Spirit swampy bridge ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Port Phasmatys Ectopool ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Rellekka east fence ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Revenant Caves jump (easy) ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Revenant Caves jump (hard) ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Revenant Caves jump (medium) ~|shortcut|~","Agility","","","","","ManualTask"
"Access the ~|Rogues' Den|~ minigame","Agility","","","","","ManualTask"
"Access the Shilo Village stepping stones over the river ~|shortcut|~","Agility","","","","","ManualTask"
"Access the stepping stones ~|shortcut|~ east of Shilo Village","Agility","","","","","ManualTask"
"Access the Slayer Tower advanced spiked chain climb ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Slayer Tower medium spiked chain climb ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Stronghold Slayer Cave narrow tunnel ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Taverley Dungeon lesser demon fence ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Taverley Dungeon pipe squeeze to Blue dragon lair ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Taverley Dungeon spiked blades jump ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Temple on the Salve to Morytania ~|shortcut|~","Agility","","","","","ManualTask"
"Access the west Tirannwn log balance ~|shortcut|~","Agility","","","","","ManualTask"
"Access the east Tirannwn log balance ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Troll Stronghold wall-climb ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Trollheim Wilderness Route ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Trollheim advanced scramble ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Trollheim easy cliffside scramble ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Trollheim hard cliffside scramble ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Trollheim medium cliffside scramble ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Upper Mount Karuulm cliffside climb ~|shortcut|~","Agility","","","","","ManualTask"
"Access the stepping stones in the Necropolis ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Rellekka Hunter area rocky handholds ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Varrock Palace Garden trellis ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Varrock south fence jump ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Viyeldi caves ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Watchtower trellis ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Wilderness from God Wars Dungeon area climb ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Yanille Agility Dungeon balance ledge ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Yanille Agility Dungeon's rubble climb ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Yanille Agility ~|shortcut|~","Agility","","","","","ManualTask"
"Access the Yanille climbing rocks ~|shortcut|~","Agility","","","","","ManualTask"
"Access the advanced pipe contortion in Brimhaven Dungeon ~|shortcut|~","Agility","","","","","ManualTask"
"Access the beginner stepping stones in Brimhaven Dungeon ~|shortcut|~","Agility","","","","","ManualTask"
"Access the broken Lighthouse bridge ~|shortcut|~","Agility","","","","","ManualTask"
"Access the contortion in Yanille Agility Dungeon small room ~|shortcut|~","Agility","","","","","ManualTask"
"Access the eastern Gu'Tanoth ~|shortcut|~","Agility","","","","","ManualTask"
"Access the estuary crossing on Mos Le'Harmless ~|shortcut|~","Agility","","","","","ManualTask"
"Access the fifth floor of the ~|Hallowed Sepulchre|~","Agility","","","","","ManualTask"
"Access the first floor of the ~|Hallowed Sepulchre|~","Agility","","","","","ManualTask"
"Access the fourth floor of the ~|Hallowed Sepulchre|~","Agility","","","","","ManualTask"
"Access the high-level obstacles at the ~|Brimhaven Agility Arena|~","Agility","","","","","ManualTask"
"Access the island crossing near Zul-Andra ~|shortcut|~","Agility","","","","","ManualTask"
"Access the log balance to Fremennik Province ~|shortcut|~","Agility","","","","","ManualTask"
"Access the low-level obstacles at the ~|Brimhaven Agility Arena|~","Agility","","","","","ManualTask"
"Access the lower Mount Karuulm cliffside climb ~|shortcut|~","Agility","","","","","ManualTask"
"Access the medium-level obstacles at the ~|Brimhaven Agility Arena|~","Agility","","","","","ManualTask"
"Access the monkey bars under Edgeville ~|shortcut|~","Agility","","","","","ManualTask"
"Access the monkey bars under Yanille ~|shortcut|~","Agility","","","","","ManualTask"
"Access the reverse advanced pipe contortion in Brimhaven Dungeon ~|shortcut|~","Agility","","","","","ManualTask"
"Access the reverse red dragon log balance in Brimhaven Dungeon ~|shortcut|~","Agility","","","","","ManualTask"
"Access the reverse beginner stepping stones in Brimhaven Dungeon ~|shortcut|~","Agility","","","","","ManualTask"
"Access the reverse Brimhaven Dungeon pipe to moss giants ~|shortcut|~","Agility","","","","","ManualTask"
"Access the north-west corner of the Catacombs of Kourend ~|shortcut|~","Agility","","","","","ManualTask"
"Access the pillars in the Wintertodt's Prison ~|shortcut|~","Agility","","","","","ManualTask"
"Access the pillar jump in Tonali Cavern ~|shortcut|~","Agility","","","","","ManualTask"
"Access the pipe from Edgeville Dungeon to Varrock Sewers ~|shortcut|~","Agility","","","","","ManualTask"
"Access the red dragon log balance in Brimhaven Dungeon ~|shortcut|~","Agility","","","","","ManualTask"
"Access the rock climb in the Temple of the Eye ~|shortcut|~","Agility","","","","","ManualTask"
"Access the rocks in the Corsair Cove Resource Area ~|shortcut|~","Agility","","","","","ManualTask"
"Access the rope descent to ~|Saradomin's Encampment|~","Agility","","","","","ManualTask"
"Access the rope swing to Moss Giant Island ~|shortcut|~","Agility","","","","","ManualTask"
"Access the rope to the Fossil Island Volcano ~|shortcut|~","Agility","","","","","ManualTask"
"Access the scale Goblin Village wall ~|shortcut|~","Agility","","","","","ManualTask"
"Access the second floor of the ~|Hallowed Sepulchre|~","Agility","","","","","ManualTask"
"Access the squeeze through to God Wars Dungeon surface access ~|shortcut|~","Agility","","","","","ManualTask"
"Access the squeeze through to Wilderness God Wars Dungeon ~|shortcut|~","Agility","","","","","ManualTask"
"Access the stepping stone by Miscellania docks ~|shortcut|~","Agility","","","","","ManualTask"
"Access the stepping stone into Morytania west of the Nature Grotto ~|shortcut|~","Agility","","","","","ManualTask"
"Access the third floor of the ~|Hallowed Sepulchre|~","Agility","","","","","ManualTask"
"Access the ~|Agility Pyramid Course|~","Agility","","","","","ManualTask"
"Access the ~|Al Kharid Rooftop Course|~","Agility","","","","","ManualTask"
"Access the ~|Ape Atoll Agility Course|~","Agility","","","","","ManualTask"
"Access the ~|Ardougne Rooftop Course|~","Agility","","","","","ManualTask"
"Access the ~|Barbarian Outpost Agility Course|~","Agility","","","","","ManualTask"
"Access the ~|Canafis Rooftop Course|~","Agility","","","","","ManualTask"
"Access the ~|Dorgesh-Kaan Agility Course|~","Agility","","","","","ManualTask"
"Access the ~|Dorgesh-Kaan Agility Course|~ (grapple route)","Agility","","","","","ManualTask"
"Access the ~|Draynor Village Rooftop Course|~","Agility","","","","","ManualTask"
"Access the ~|Falador Rooftop Course|~","Agility","","","","","ManualTask"
"Access the ~|Gnome Stronghold Agility Course|~","Agility","","","","","ManualTask"
"Access the ~|Penguin Agility Course|~","Agility","","","","","ManualTask"
"Access the ~|Pollnivneach Rooftop Course|~","Agility","","","","","ManualTask"
"Access the ~|Rellekka Rooftop Course|~","Agility","","","","","ManualTask"
"Access the ~|Seers' Village Rooftop Course|~","Agility","","","","","ManualTask"
"Access the ~|Colossal Wyrm Basic Course|~","Agility","","","","","ManualTask"
"Access the ~|Colossal Wyrm Advanced Course|~","Agility","","","","","ManualTask"
"Access the ~|Shayzien Basic Course|~","Agility","","","","","ManualTask"
"Access the ~|Shayzien Advanced Course|~","Agility","","","","","ManualTask"
"Access the ~|Varrock Rooftop Course|~","Agility","","","","","ManualTask"
"Access the ~|Werewolf Agility Course|~","Agility","","","","","ManualTask"
"Access the ~|Wilderness Agility Course|~","Agility","","","","","ManualTask"
"Run the ~|Wilderness Agility Course|~ with the agility dispenser","Agility","","","","","ManualTask"
"Trade in a ~|wilderness agility ticket|~ for xp","Agility","","","","","ManualTask"
"Buy the ~|Agility cape|~","Agility","","","","","ManualTask"
"Climb over the ~|tree stump (Mac)|~","Agility","","","","","ManualTask"
"Catch a ~|leaping salmon|~","Agility","","","","","ManualTask"
"Catch a ~|leaping sturgeon|~","Agility","","","","","ManualTask"
"Catch a ~|leaping trout|~","Agility","","","","","ManualTask"
"Play ~|Gnome Ball|~","Agility","","","","","ManualTask"
"Play ~|Werewolf Skullball|~","Agility","","","","","ManualTask"
"Wear ~|crystal armour|~","Agility","","","","","ManualTask"
"Wield a ~|bow of faerdhinen|~","Agility","","","","","ManualTask"
"Wield a ~|crystal bow|~","Agility","","","","","ManualTask"
"Wield a ~|crystal halberd|~","Agility","","","","","ManualTask"
"Wield a ~|crystal shield|~","Agility","","","","","ManualTask"
"Catch a ~|toy mouse|~","Agility","","","","","ManualTask"
"Buy the ~|Attack cape|~","Attack","","","","","ManualTask"
"Complete ~|Keldagrim tasks|~ for Attack xp","Attack","","","","","ManualTask"
"Wear ~|Void Knight equipment|~","Attack","","","","","ManualTask"
"Wield a ~|noxious halberd|~","Attack","","","","","ManualTask"
"Wield the ~|purging staff|~","Attack","","","","","ManualTask"
"Wield a ~|blue moon spear|~","Attack","","","","","ManualTask"
"Wield ~|dual macuahuitl|~","Attack","","","","","ManualTask"
"Wield an ~|eclipse atlatl|~","Attack","","","","","ManualTask"
"Wield ~|sulphur blades|~","Attack","","","","","ManualTask"
"Wield ~|glacial temotli|~","Attack","","","","","ManualTask"
"Wield ~|earthbound tecpatl|~","Attack","","","","","ManualTask"
"Wield a ~|zombie axe|~","Attack","","","","","ManualTask"
"Wield a ~|soulreaper axe|~","Attack","","","","","ManualTask"
"Wield an ~|ancient sceptre|~","Attack","","","","","ManualTask"
"Wield an ~|ancient sceptre|~ with a quartz upgrade","Attack","","","","","ManualTask"
"Wield a ~|vesta's spear (bh)|~","Attack","","","","","ManualTask"
"Wield a ~|vesta's longsword (bh)|~","Attack","","","","","ManualTask"
"Wield a ~|zuriel's staff (bh)|~","Attack","","","","","ManualTask"
"Wield a pair of ~|ferocious gloves|~","Attack","","","","","ManualTask"
"Wield a ~|Bryophyta's staff|~","Attack","","","","","ManualTask"
"Wield a ~|bone mace|~","Attack","","","","","ManualTask"
"Wield a ~|Dharok's greataxe|~","Attack","","","","","ManualTask"
"Wield a ~|Dinh's bulwark|~","Attack","","","","","ManualTask"
"Wield a ~|Fremennik blade|~","Attack","","","","","ManualTask"
"Wield a ~|Gadderhammer|~","Attack","","","","","ManualTask"
"Wield a ~|Ghrazi rapier|~","Attack","","","","","ManualTask"
"Wield a ~|rapier|~","Attack","","","","","ManualTask"
"Wield a ~|Guthan's warspear|~","Attack","","","","","ManualTask"
"Wield a ~|Mjolnir|~","Attack","","","","","ManualTask"
"Wield a ~|Sarachnis cudgel|~","Attack","","","","","ManualTask"
"Wield a ~|Saradomin sword|~","Attack","","","","","ManualTask"
"Wield a ~|Saradomin's blessed sword|~","Attack","","","","","ManualTask"
"Wield a ~|scythe of vitur|~","Attack","","","","","ManualTask"
"Wield a ~|Verac's flail|~","Attack","","","","","ManualTask"
"Wield a ~|Zamorakian spear|~","Attack","","","","","ManualTask"
"Wield a ~|barrelchest anchor|~","Attack","","","","","ManualTask"
"Wield a ~|barronite mace|~","Attack","","","","","ManualTask"
"Wield a ~|battlestaff|~ variation","Attack","","","","","ManualTask"
"Wield a ~|black defender|~","Attack","","","","","ManualTask"
"Wield a ~|black halberd|~","Attack","","","","","ManualTask"
"Wield a ~|black salamander|~","Attack","","","","","ManualTask"
"Wield a ~|tecu salamander|~","Attack","","","","","ManualTask"
"Wield a ~|black weapon|~","Attack","","","","","ManualTask"
"Wield a ~|blade of saeldor|~","Attack","","","","","ManualTask"
"Wield a ~|blurite sword|~","Attack","","","","","ManualTask"
"Wield a ~|bone weapon|~","Attack","","","","","ManualTask"
"Wield a ~|brine sabre|~","Attack","","","","","ManualTask"
"Wield a ~|bronze defender|~","Attack","","","","","ManualTask"
"Wield a ~|bronze halberd|~","Attack","","","","","ManualTask"
"Wield a ~|bronze weapon|~","Attack","","","","","ManualTask"
"Wield a ~|dark dagger|~","Attack","","","","","ManualTask"
"Wield a ~|decorative sword (gold)|~","Attack","","","","","ManualTask"
"Wield a ~|decorative sword (red)|~","Attack","","","","","ManualTask"
"Wield a ~|decorative sword (white)|~","Attack","","","","","ManualTask"
"Wield a ~|dragon halberd|~","Attack","","","","","ManualTask"
"Wield a ~|dragon hunter lance|~","Attack","","","","","ManualTask"
"Wield a ~|dragon weapon|~","Attack","","","","","ManualTask"
"Wield ~|burning claws|~","Attack","","","","","ManualTask"
"Wield ~|Emberlight|~","Attack","","","","","ManualTask"
"Wield a ~|granite weapon|~","Attack","","","","","ManualTask"
"Wield a ~|hill giant club|~","Attack","","","","","ManualTask"
"Wield a ~|keris partisan|~","Attack","","","","","ManualTask"
"Wield a ~|keris partisan of breaching|~","Attack","","","","","ManualTask"
"Wield a ~|keris partisan of corruption|~","Attack","","","","","ManualTask"
"Wield a ~|keris partisan of the sun|~","Attack","","","","","ManualTask"
"Wield a ~|keris partisan of amascut|~","Attack","","","","","ManualTask"
"Wield an ~|osmumten's fang|~","Attack","","","","","ManualTask"
"Wield a ~|colossal blade|~","Attack","","","","","ManualTask"
"Wield a ~|leaf-bladed battleaxe|~","Attack","","","","","ManualTask"
"Wield a ~|leaf-bladed spear|~","Attack","","","","","ManualTask"
"Wield a ~|leaf-bladed sword|~","Attack","","","","","ManualTask"
"Wield a ~|mithril defender|~","Attack","","","","","ManualTask"
"Wield a ~|mithril halberd|~","Attack","","","","","ManualTask"
"Wield a ~|mithril weapon|~","Attack","","","","","ManualTask"
"Wield a ~|mystic staff|~ variation","Attack","","","","","ManualTask"
"Wield a ~|pharaoh's sceptre|~","Attack","","","","","ManualTask"
"Wield a ~|red salamander|~","Attack","","","","","ManualTask"
"Wield a ~|rune defender|~","Attack","","","","","ManualTask"
"Wield a ~|rune halberd|~","Attack","","","","","ManualTask"
"Wield a ~|rune weapon|~","Attack","","","","","ManualTask"
"Wield a ~|shadow sword|~","Attack","","","","","ManualTask"
"Wield a ~|staff of the dead|~","Attack","","","","","ManualTask"
"Wield a ~|steel defender|~","Attack","","","","","ManualTask"
"Wield a ~|steel halberd|~","Attack","","","","","ManualTask"
"Wield a ~|steel weapon|~","Attack","","","","","ManualTask"
"Wield a ~|swamp lizard|~","Attack","","","","","ManualTask"
"Wield a ~|toktz-mej-tal|~","Attack","","","","","ManualTask"
"Wield a ~|toktz-xil-ak|~","Attack","","","","","ManualTask"
"Wield a ~|toktz-xil-ek|~","Attack","","","","","ManualTask"
"Wield a ~|tzhaar-ket-em|~","Attack","","","","","ManualTask"
"Wield a ~|vesta's blighted longsword|~","Attack","","","","","ManualTask"
"Wield a ~|voidwaker|~","Attack","","","","","ManualTask"
"Wield a ~|viggora's chainmace|~","Attack","","","","","ManualTask"
"Wield an ~|ursine chainmace|~","Attack","","","","","ManualTask"
"Wield a ~|white halberd|~","Attack","","","","","ManualTask"
"Wield a ~|white weapon|~","Attack","","","","","ManualTask"
"Wield an ~|Avernic defender|~","Attack","","","","","ManualTask"
"Wield an ~|Iban's staff|~","Attack","","","","","ManualTask"
"Wield an ~|Inquisitor's mace|~","Attack","","","","","ManualTask"
"Wield an ~|Ivandis flail|~","Attack","","","","","ManualTask"
"Wield an ~|abyssal bludgeon|~","Attack","","","","","ManualTask"
"Wield an ~|abyssal dagger|~","Attack","","","","","ManualTask"
"Wield an ~|abyssal tentacle|~","Attack","","","","","ManualTask"
"Wield an ~|abyssal whip|~","Attack","","","","","ManualTask"
"Wield an ~|adamant defender|~","Attack","","","","","ManualTask"
"Wield an ~|adamant halberd|~","Attack","","","","","ManualTask"
"Wield an ~|adamant weapon|~","Attack","","","","","ManualTask"
"Wield an ~|Ahrim's staff|~","Attack","","","","","ManualTask"
"Wield an ~|ancient mace|~","Attack","","","","","ManualTask"
"Wield an ~|ancient staff|~","Attack","","","","","ManualTask"
"Wield an ~|elder maul|~","Attack","","","","","ManualTask"
"Wield an ~|iron defender|~","Attack","","","","","ManualTask"
"Wield an ~|iron halberd|~","Attack","","","","","ManualTask"
"Wield an ~|iron weapon|~","Attack","","","","","ManualTask"
"Wield an ~|orange salamander|~","Attack","","","","","ManualTask"
"Wield any ~|godsword|~","Attack","","","","","ManualTask"
"Wield ~|Darklight|~","Attack","","","","","ManualTask"
"Wield ~|Silverlight|~","Attack","","","","","ManualTask"
"Wield ~|Torag's hammers|~","Attack","","","","","ManualTask"
"Wield ~|arclight|~","Attack","","","","","ManualTask"
"Wield ~|excalibur|~","Attack","","","","","ManualTask"
"Wield ~|keris|~","Attack","","","","","ManualTask"
"Wield ~|wolfbane|~","Attack","","","","","ManualTask"
"Access the novice lander for ~|Pest Control|~","Combat","","","","","ManualTask"
"Access the intermediate lander for ~|Pest Control|~","Combat","","","","","ManualTask"
"Access the veteran lander for ~|Pest Control|~","Combat","","","","","ManualTask"
"Receive a Slayer assignment from ~|Chaeldar|~ in Zanaris","Combat","","","","","ManualTask"
"Receive a Slayer assignment from ~|Duradel|~ in Shilo Village","Combat","","","","","ManualTask"
"Receive a Slayer assignment from ~|Konar quo Maten|~ in Mount Karuulm","Combat","","","","","ManualTask"
"Receive a Slayer assignment from ~|Krystilia|~ in Edgeville","Combat","","","","","ManualTask"
"Receive a Slayer assignment from ~|Mazchna|~ in Canifis","Combat","","","","","ManualTask"
"Receive a Slayer assignment from ~|Nieve|~ in Tree Gnome Stronghold","Combat","","","","","ManualTask"
"Receive a Slayer assignment from ~|Spria|~ in Draynor Village","Combat","","","","","ManualTask"
"Receive a Slayer assignment from ~|Turael|~ in Burthorpe","Combat","","","","","ManualTask"
"Receive a Slayer assignment from ~|Vannaka|~ in Edgeville Dungeon","Combat","","","","","ManualTask"
"Build a beginner ~|STASH|~ unit","Construction","","","","","ManualTask"
"Build a hard ~|STASH|~ unit","Construction","","","","","ManualTask"
"Build a master ~|STASH|~ unit","Construction","","","","","ManualTask"
"Build a medium ~|STASH|~ unit","Construction","","","","","ManualTask"
"Repair a crane at ~|Port Piscarilius|~","Construction","","","","","ManualTask"
"Build the ~|potter's wheel|~ on the Isle of Souls","Construction","","","","","ManualTask"
"Build the ~|spinning wheel|~ on the Isle of Souls","Construction","","","","","ManualTask"
"Build the ~|bank chest|~ on Fossil Island","Construction","","","","","ManualTask"
"Build the ~|cleaning bench|~ on Fossil Island","Construction","","","","","ManualTask"
"Build the ~|well|~ on Fossil Island","Construction","","","","","ManualTask"
"Build the ~|cooking pot|~ on Fossil Island","Construction","","","","","ManualTask"
"Build the ~|spinning wheel|~ on Fossil Island","Construction","","","","","ManualTask"
"Build the ~|loom|~ on Fossil Island","Construction","","","","","ManualTask"
"Build a ~|4-poster|~","Construction","","","","","ManualTask"
"Build a ~|Fire of Dehumidification|~","Construction","","","","","ManualTask"
"Build a ~|Fire of Eternal Light|~","Construction","","","","","ManualTask"
"Build a ~|Fire of Nourishment|~","Construction","","","","","ManualTask"
"Build a ~|Fire of Unseasonal Warmth|~","Construction","","","","","ManualTask"
"Build a ~|parlour|~","Construction","","","","","ManualTask"
"Build a ~|garden|~","Construction","","","","","ManualTask"
"Build a ~|kitchen|~","Construction","","","","","ManualTask"
"Build a ~|dining room|~","Construction","","","","","ManualTask"
"Build a ~|workshop|~","Construction","","","","","ManualTask"
